"","","",""
"","Change_abundance","",""
"Treatment","mean","sd","std.error"
"BH","6.675","15.709","5.5538"
"BM","1.587"," 2.518","0.8901"
"LH","4.562"," 5.907","2.0883"
"LM","2.225"," 3.493","1.2350"
"W","7.787","13.613","4.8128"
"C","0.000"," 0.000","0.0000"
