"","","",""
"","Coverage","",""
"Treatment","mean","sd","std.error"
"BH","11.12","16.46","5.818"
"BM"," 8.50","13.12","4.640"
"LH","21.75","14.20","5.020"
"LM","14.25","15.23","5.384"
"W","13.88","15.60","5.515"
"C"," 0.00"," 0.00","0.000"
