"","","",""
"","Change_abundance","",""
"Treatment","mean","sd","std.error"
"BH"," 9.25","15.81","5.589"
"BM"," 8.05","13.51","4.775"
"LH","19.23","13.94","4.930"
"LM","12.93","13.33","4.712"
"W","13.43","14.85","5.251"
"C"," 0.00"," 0.00","0.000"
