"","","",""
"","Coverage","",""
"Treatment","mean","sd","std.error"
"BH","42.50","27.03","9.555"
"BM","34.81","23.16","8.188"
"LH","39.00","27.24","9.631"
"LM","56.56","20.26","7.164"
"W","30.81","25.34","8.959"
"C"," 0.00"," 0.00","0.000"
