"","","",""
"","Coverage","",""
"Treatment","mean","sd","std.error"
"BH","1.000","0.8660","0.5000"
"BM","1.833","1.5275","0.8819"
"LH","1.033","0.8083","0.4667"
"LM","1.700","1.7088","0.9866"
"W","0.500","0.8660","0.5000"
"C","0.000","0.0000","0.0000"
