"","","",""
"","Change_abundance","",""
"Treatment","mean","sd","std.error"
"BH"," 0.1000","0.9957","0.3520"
"BM"," 0.4875","1.4691","0.5194"
"LH","-0.5750","1.5737","0.5564"
"LM","-0.2500","2.0536","0.7260"
"W"," 0.1625","0.5423","0.1917"
"C"," 0.0000","0.0000","0.0000"
