"","","",""
"","Change_abundance","",""
"Treatment","mean","sd","std.error"
"C"," 26.0000","23.37","8.263"
"W"," -0.3125","11.16","3.947"
"BH","-17.0625","19.45","6.877"
"BM"," -7.9250","15.19","5.371"
"LH"," -3.0750"," 5.36","1.895"
"LM"," -8.7500","14.46","5.112"
