"","","",""
"","Coverage","",""
"Treatment","mean","sd","std.error"
"BH","2.2625","6.1593","2.17764"
"BM","0.1625","0.2134","0.07545"
"LH","0.8125","1.1934","0.42192"
"LM","0.0875","0.1727","0.06105"
"W","0.4625","1.2282","0.43422"
"C","0.0000","0.0000","0.00000"
