"","","",""
"","Change_abundance","",""
"Treatment","mean","sd","std.error"
"BH","24.75","20.40"," 7.214"
"BM","15.75","26.78"," 9.469"
"LH","25.25","23.92"," 8.455"
"LM","33.81","31.73","11.218"
"W","19.75","25.87"," 9.147"
"C"," 0.00"," 0.00"," 0.000"
