"","","",""
"","Coverage","",""
"Treatment","mean","sd","std.error"
"BH","0.000","0.00","0.000"
"BM","0.125","0.25","0.125"
"LH","0.375","0.75","0.375"
"LM","0.000","0.00","0.000"
"W","0.875","1.75","0.875"
"C","0.000","0.00","0.000"
